0,TypeError,'int' object is not callable,0,
1,TypeError,'int' object is not callable,0,
2,TypeError,'int' object is not callable,0,
3,NameError,name 'data8' is not defined,0,
4,AttributeError,'NoneType' object has no attribute 'hello',0,
5,TypeError,'int' object is not callable,0,
6,NameError,name 'data8' is not defined,0,
7,SyntaxError,"invalid syntax (Temp/ipykernel_21084/1866965863.py, line 1)",0,
8,TypeError,'int' object is not callable,0,
9,TypeError,'int' object is not callable,0,
10,ValueError,invalid literal for int() with base 10: 'HI',0,
11,TypeError,'int' object is not callable,4,e
63,AttributeError,module 'numpy' has no attribute 'hi',0,,2022-02-19 19:11:28.660628
64,NameError,name 'Table' is not defined,0,,2022-02-19 19:11:28.889823
65,ValueError,invalid literal for int() with base 10: 'HI',0,,2022-02-19 19:11:29.145818
66,TypeError,'int' object is not callable,0,,2022-02-24 02:18:53.624066
67,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-24 02:19:50.166426
68,AttributeError,module 'numpy' has no attribute 'hi',0,,2022-02-24 02:26:15.461521
69,TypeError,'int' object is not callable,0,,2022-02-24 15:12:07.513686,"[('3(2)', 2)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32168/1418619884.py"", line 2, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
70,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-24 15:12:08.640301,"[('a.hello', 2)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32168/2399003099.py"", line 2, in <module>', '    a.hello', ""AttributeError: 'NoneType' object has no attribute 'hello'""]"
71,NameError,name 'data8' is not defined,0,,2022-02-24 15:12:09.426103,"[('data8', 15)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32168/4159590661.py"", line 15, in <module>', '    data8', ""NameError: name 'data8' is not defined""]"
72,SyntaxError,"invalid syntax (Temp/ipykernel_32168/1866965863.py, line 1)",0,,2022-02-24 15:12:10.056581,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32168/1866965863.py"", line 1', '    2a', '     ^', 'SyntaxError: invalid syntax']"
73,AttributeError,module 'numpy' has no attribute 'aragne',0,,2022-02-24 15:12:10.902820,"[(""np.aragne('HI')"", 1), ('raise AttributeError(""module {!r} has no attribute ""', 313)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32168/1147446779.py"", line 1, in <module>', ""    np.aragne('HI')"", '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\numpy\\__init__.py"", line 313, in __getattr__', '    raise AttributeError(""module {!r} has no attribute ""', ""AttributeError: module 'numpy' has no attribute 'aragne'""]"
